comments,duration,event,film_date,languages,main_speaker,name,num_speaker,published_date,speaker_occupation,title,views
51,746,TED@IBM,1479168000,17,Joshua Smith,Joshua Smith: New nanotech to detect cancer early,1,1486569531,Cancer fighter,New nanotech to detect cancer early,893022
33,1117,TEDxMidAtlantic,1382659200,13,Jeff Speck,Jeff Speck: 4 ways to make a city more walkable,1,1486655714,Urban planner,4 ways to make a city more walkable,1354647
36,856,TEDxManchester,1455408000,20,Aala El-Khani,Aala El-Khani: What it's like to be a parent in a war zone,1,1486741777,Humanitarian psychologist,What it's like to be a parent in a war zone,896491
41,745,TEDWomen 2016,1477440000,14,Miriam Zoila Pérez,Miriam Zoila Pérez: How racism harms pregnant women -- and what can help,1,1487001956,"Writer, activist",How racism harms pregnant women -- and what can help,793925
33,257,TED2015,1426464000,32, Rodrigo y Gabriela,Rodrigo y Gabriela: An electrifying acoustic guitar performance,1,1487073428,Guitar duo,An electrifying acoustic guitar performance,1138566
53,865,TEDxMileHigh,1466812800,16,Amy Adele Hasinoff,Amy Adele Hasinoff: How to practice safe sexting,1,1487088188,Communications researcher,How to practice safe sexting,1240167
93,517,TEDNYC,1485388800,23,Lara Setrakian,Lara Setrakian: 3 ways to fix a broken news industry,1,1487174869,Journalist,3 ways to fix a broken news industry,942996
30,763,TEDxStanford,1461456000,15,Salil Dudani,Salil Dudani: How jails extort the poor,1,1487261136,Legal activist,How jails extort the poor,944259
270,620,TED@IBM,1479168000,23,Grady Booch,Grady Booch: Don't fear superintelligent AI,1,1487347786,"Scientist, philosopher",Don't fear superintelligent AI,1362265
345,3608,TED Dialogues,1487116800,19,Yuval Noah Harari,Yuval Noah Harari: Nationalism vs. globalism: the new political divide,2,1487604924,Historian,Nationalism vs. globalism: the new political divide,1514291
52,749,TEDWomen 2016,1477440000,10,Brittney Cooper,Brittney Cooper: The racial politics of time,1,1487693334,Cultural theorist,The racial politics of time,690546
44,850,TEDxWarwick,1457136000,16,Jonathan Rossiter,Jonathan Rossiter: A robot that eats pollution,1,1487780253,Roboticist,A robot that eats pollution,1107711
22,711,TED@IBM,1479168000,22,Charity Wayua,Charity Wayua: A few ways to fix a government,1,1487864998,Public sector researcher,A few ways to fix a government,952784
100,944,TEDWomen 2016,1477440000,17,Stacy Smith,Stacy Smith: The data behind Hollywood's sexism,1,1487951404,Media researcher,The data behind Hollywood's sexism,891398
6,440,TEDxBeaconStreet,1479513600,19,Ani Liu,"Ani Liu: Smelfies, and other experiments in synthetic biology",1,1488211188,"Designer, artist","Smelfies, and other experiments in synthetic biology",760537
74,370,TED Residency,1481587200,29,Jeff Kirschner,Jeff Kirschner: This app makes it fun to pick up litter,1,1488297881,Entrepreneur,This app makes it fun to pick up litter,1004810
22,368,TEDNYC,1485388800,27,Lux Narayan,"Lux Narayan: What I learned from 2,000 obituaries",1,1488384349,Entrepreneur,"What I learned from 2,000 obituaries",1395806
19,918,TEDWomen 2016,1477440000,17,Kathy Hull,Kathy Hull: Stories from a home for terminally ill children,1,1488470040,Pediatric psychologist,Stories from a home for terminally ill children,890330
13,299,TED Talks Live,1446336000,29,Sara Ramirez,"Sara Ramirez: ""Rollercoaster""",2,1488542180,"Singer, songwriter, actress","""Rollercoaster""",804359
191,778,TEDxVienna,1477094400,19,Carrie Poppy,Carrie Poppy: A scientific approach to the paranormal,1,1488559087,"Writer, radio host, comedian",A scientific approach to the paranormal,1257858
197,917,TEDNYC,1487116800,22,Megan Phelps-Roper,Megan Phelps-Roper: I grew up in the Westboro Baptist Church. Here's why I left,1,1488816305,"Writer, activist",I grew up in the Westboro Baptist Church. Here's why I left,4503368
28,761,TEDWomen 2016,1477440000,23,Caroline Paul,"Caroline Paul: To raise brave girls, encourage adventure",1,1488902214,Author,"To raise brave girls, encourage adventure",1465808
66,802,TEDWomen 2016,1477440000,18,Jude Kelly,Jude Kelly: Why women should tell the stories of humanity,1,1488988437,"Theater director, producer",Why women should tell the stories of humanity,1086882
60,524,TEDxBeaconStreet,1479513600,16,Joy Buolamwini,Joy Buolamwini: How I'm fighting bias in algorithms,1,1489075733,Poet of code,How I'm fighting bias in algorithms,869310
80,448,TEDxBerkeley,1454716800,29,John Koenig,John Koenig: Beautiful new words to describe obscure emotions,1,1489161707,Writer,Beautiful new words to describe obscure emotions,1173364
37,714,TEDMED 2016,1480464000,17,Caitlin Doughty,Caitlin Doughty: A burial practice that nourishes the planet,1,1489417177,Progressive mortician,A burial practice that nourishes the planet,933978
33,366,TED2016,1455494400,23,Carrie Nugent,Carrie Nugent: Adventures of an asteroid hunter,1,1489502331,Asteroid hunter,Adventures of an asteroid hunter,976473
101,1020,TEDWomen 2016,1477440000,18,Peggy Orenstein,Peggy Orenstein: What young women believe about their own sexual pleasure,1,1489590014,"Journalist, author",What young women believe about their own sexual pleasure,1750573
70,973,TEDxRiodelaPlata,1443052800,10,Karina Galperin,Karina Galperin: Should we simplify spelling?,1,1489676410,Literary scholar,Should we simplify spelling?,448733
5,389,TED2016,1455494400,0, Silk Road Ensemble,"Silk Road Ensemble: ""Turceasca""",1,1489759215,Musical explorers,"""Turceasca""",640734
37,713,TEDxMidAtlantic,1477008000,15,Dan Bell,Dan Bell: Inside America's dead shopping malls,1,1489765906,Filmmaker,Inside America's dead shopping malls,1707855
22,1018,TEDxNatick,1453507200,11,Peter Weinstock,Peter Weinstock: Lifelike simulations that make real-life surgery safer,1,1490021831,Pediatric ICU doctor,Lifelike simulations that make real-life surgery safer,882840
29,715,TEDWomen 2016,1477440000,28,Michele L. Sullivan,"Michele L. Sullivan: Asking for help is a strength, not a weakness",1,1490108130,Social innovator,"Asking for help is a strength, not a weakness",1257054
12,861,TEDxBeaconStreet,1447459200,16,Margaret Bourdeaux,Margaret Bourdeaux: Why civilians suffer more once a war is over,1,1490195858,"Physician, global health policy analyst",Why civilians suffer more once a war is over,869734
83,895,TEDxFrankfurt,1480377600,13,Simon Anholt,Simon Anholt: Who would the rest of the world vote for in your country's election?,1,1490282383,Policy advisor,Who would the rest of the world vote for in your country's election?,908666
44,705,TEDNYC,1487116800,19,Mona Chalabi,Mona Chalabi: 3 ways to spot a bad statistic,1,1490366935,Data journalist,3 ways to spot a bad statistic,1405468
22,361,TED-Ed Weekend,1480723200,24,Ashton Cofer,Ashton Cofer: A young inventor's plan to recycle Styrofoam,1,1490627528,Youth inventor,A young inventor's plan to recycle Styrofoam,1057942
39,599,TEDWomen 2016,1477440000,20,Katie Hinde,Katie Hinde: What we don't know about mother's milk,1,1490713650,Lactation researcher,What we don't know about mother's milk,1107309
56,644,TEDxMidAtlantic,1477008000,15,Michael Botticelli,Michael Botticelli: Addiction is a disease. We should treat it like one,1,1490799671,Drug policy expert,Addiction is a disease. We should treat it like one,1247655
57,995,TEDxBratislava,1467504000,17,Moshe Szyf,Moshe Szyf: How early life experience is written into DNA,1,1490887020,Epigeneticist,How early life experience is written into DNA,1128480
11,609,TED2016,1455494400,0,Sō Percussion,"Sō Percussion: ""Music for Wood and Strings""",1,1490963646,Percussion ensemble,"""Music for Wood and Strings""",767660
15,651,TEDMED 2016,1480464000,11,Emtithal Mahmoud,Emtithal Mahmoud: A young poet tells the story of Darfur,1,1490973136,Poet,A young poet tells the story of Darfur,822049
56,502,TEDxColumbusWomen,1432771200,26,Casey Brown,"Casey Brown: Know your worth, and then ask for it",1,1491231086,Pricing consultant,"Know your worth, and then ask for it",2032751
42,2853,TED Dialogues,1488326400,5,"Gretchen Carlson, David Brooks","Gretchen Carlson, David Brooks: Political common ground in a polarized United States",4,1491256255,"TV journalist, women's empowerment advocate",Political common ground in a polarized United States,890478
56,771,TEDxBeaconStreet,1479513600,18,Katie Bouman,Katie Bouman: How to take a picture of a black hole,1,1491318625,Imaging scientist,How to take a picture of a black hole,1502615
22,825,TEDxRiodelaPlata,1477094400,11,Sebastián Bortnik,Sebastián Bortnik: The conversation we're not having about digital child abuse,1,1491404267,Information security specialist ,The conversation we're not having about digital child abuse,402343
54,1047,TEDMED 2016,1480464000,15,David R. Williams,David R. Williams: How racism makes us sick,1,1491491023,Public health sociologist,How racism makes us sick,1005076
33,673,TEDNYC,1488931200,16,Giorgia Lupi,Giorgia Lupi: How we can find ourselves in data,1,1491577660,Information designer,How we can find ourselves in data,1077662
35,822,TEDxMidAtlantic,1477008000,14,Ari Wallach,Ari Wallach: 3 ways to plan for the (very) long term,1,1491836296,Futurist,3 ways to plan for the (very) long term,1593651
70,896,TEDxPSU,1486857600,14,Jonathan Marks,Jonathan Marks: In praise of conflict,1,1491923232,"Bioethicist, lawyer",In praise of conflict,1095143
11,322,TEDNYC,1485388800,20,Todd Scott,Todd Scott: An intergalactic guide to using a defibrillator,1,1492008984,First aid instructor,An intergalactic guide to using a defibrillator,967472
18,404,TED Residency,1481587200,23,Zubaida Bai,Zubaida Bai: A simple birth kit for mothers in the developing world,1,1492095971,Women's health advocate,A simple birth kit for mothers in the developing world,801279
55,1768,TEDxEuston,1354320000,14,Chimamanda Ngozi Adichie,Chimamanda Ngozi Adichie: We should all be feminists,1,1492181577,Novelist,We should all be feminists,1318454
27,766,TEDNYC,1488931200,20,Siamak Hariri,Siamak Hariri: How do you build a sacred space?,1,1492440513,Architect,How do you build a sacred space?,1098436
30,925,TEDxPerth,1476403200,17,Natasha Hurley-Walker,Natasha Hurley-Walker: How radio telescopes show us unseen galaxies,1,1492527759,Astronomer,How radio telescopes show us unseen galaxies,970115
25,634,TEDNYC,1487116800,22,Amy Green,Amy Green: A video game to cope with grief,1,1492613954,Video game designer,A video game to cope with grief,1156126
32,907,TEDMED 2016,1480464000,13,David Casarett,David Casarett: A doctor's case for medical marijuana,1,1492700670,Physician,A doctor's case for medical marijuana,1114319
67,663,TEDxSanQuentin,1453420800,27,"Curtis ""Wall Street"" Carroll","Curtis ""Wall Street"" Carroll: How I learned to read -- and trade stocks -- in prison",1,1492786821,Financial literacy advocate,How I learned to read -- and trade stocks -- in prison,2198889
53,386,TEDLagos Ideas Search,1486771200,29,Stephanie Busari,Stephanie Busari: How fake news does real harm,1,1493046727,Journalist,How fake news does real harm,1036236
23,873,TEDxVirginiaTech,1478736000,14,Siddhartha Roy,Siddhartha Roy: Science in service to the public good,1,1493133722,Environmental engineer,Science in service to the public good,872015
235,1072,TED2017,1493078400,32,His Holiness Pope Francis,His Holiness Pope Francis: Why the only future worth building includes everyone,1,1493168465,Bishop of Rome,Why the only future worth building includes everyone,2679881
22,1108,TED2017,1492992000,13,Serena Williams and Gayle King,"Serena Williams and Gayle King: On tennis, love and motherhood",2,1493319006,Athlete,"On tennis, love and motherhood",1426132
51,836,TED2017,1492992000,24,Lisa Genova,Lisa Genova: What you can do to prevent Alzheimer's,1,1493399257,"Neuroscientist, novelist",What you can do to prevent Alzheimer's,2178534
250,2450,TED2017,1492992000,21,Elon Musk,Elon Musk: The future we're building -- and boring,1,1493596683,Serial entrepreneur,The future we're building -- and boring,5666038
92,930,TEDxSkoll,1491523200,16,Deborah Lipstadt,Deborah Lipstadt: Behind the lies of Holocaust denial,1,1493738150,Historian,Behind the lies of Holocaust denial,918385
80,573,TED2017,1492992000,16,Laura Galante,Laura Galante: How (and why) Russia hacked the US election,1,1493823364,Cyberspace analyst,How (and why) Russia hacked the US election,1132913
35,546,TEDLagos Ideas Search,1486771200,23,Sangu Delle,Sangu Delle: There's no shame in taking care of your mental health,1,1493909824,Entrepreneur,There's no shame in taking care of your mental health,1460852
49,425,TED2017,1492992000,25,Karim Abouelnaga,Karim Abouelnaga: A summer school kids actually want to attend,1,1493995739,Education entrepreneur,A summer school kids actually want to attend,973376
13,648,TEDMED 2016,1480464000,14,Carolyn Jones,Carolyn Jones: A tribute to nurses,1,1494255761,Photographic ethnographer,A tribute to nurses,1079349
115,951,TED2017,1492992000,20,Robert Sapolsky,Robert Sapolsky: The biology of our best and worst selves,1,1494342268,"Neuroscientist, primatologist, writer",The biology of our best and worst selves,1158707
23,1000,TED2017,1492992000,7,Jorge Drexler,"Jorge Drexler: Poetry, music and identity",1,1494427578,"Musician, poet","Poetry, music and identity",626886
15,711,TEDxCERN,1478304000,15,Kate Stafford,Kate Stafford: How human noise affects ocean habitats,1,1494601475,Oceanographer,How human noise affects ocean habitats,975412
105,1071,TED2017,1492992000,26,Shah Rukh Khan,"Shah Rukh Khan: Thoughts on humanity, fame and love",1,1494618280,"Actor, producer, activist","Thoughts on humanity, fame and love",4642478
70,1055,TED2017,1492992000,10,Stuart Russell,Stuart Russell: 3 principles for creating safer AI,1,1494858586,AI expert,3 principles for creating safer AI,1085138
